distance,time
0.01407300028949976,1594389691.500347
0.0,1594389691.508486
0.0,1594389691.5194936
0.0,1594389691.5284786
0.0,1594389691.5394526
0.02814600057899952,1594389691.550325
0.01407300028949976,1594389691.5595584
0.03752800077199936,1594389691.5697043
0.01876400038599968,1594389691.5804574
0.0,1594389691.5884364
0.03752800077199936,1594389691.5992785
0.03752800077199936,1594389691.6187363
0.03752800077199936,1594389691.620741
0.03752800077199936,1594389691.6307156
-0.023454999551177025,1594389691.6416461
0.023454999551177025,1594389691.6506186
0.01407300028949976,1594389691.6615884
0.01407300028949976,1594389691.6695673
0.01407300028949976,1594389691.6795406
0.01407300028949976,1594389691.689543
0.01407300028949976,1594389691.6994872
0.01407300028949976,1594389691.7095222
0.03752800077199936,1594389691.7204645
0.01876400038599968,1594389691.729429
0.01876400038599968,1594389691.7473783
0.023454999551177025,1594389691.7493536
0.04690999910235405,1594389691.7593272
0.04690999910235405,1594389691.7693095
0.04690999910235405,1594389691.7796476
0.0938199982047081,1594389691.7900107
0.00938200019299984,1594389691.7994697
0.02814600057899952,1594389691.810912
0.02814600057899952,1594389691.819887
0.02814600057899952,1594389691.8301122
0.02814600057899952,1594389691.8404813
0.00469100009649992,1594389691.8506382
0.01876400038599968,1594389691.8612149
0.02814600057899952,1594389691.8811681
0.04690999910235405,1594389691.882159
0.01407300028949976,1594389691.8901362
0.0,1594389691.9010818
0.0,1594389691.9103441
0.0,1594389691.9199524
0.042219001799821854,1594389691.9313939
0.032836999744176865,1594389691.940764
0.03752800077199936,1594389691.9507434
0.042219001799821854,1594389691.959693
0.051601000130176544,1594389691.9708052
0.032836999744176865,1594389691.9810433
0.01407300028949976,1594389691.990023
0.01407300028949976,1594389692.008987
0.03752800077199936,1594389692.0109353
0.04690999910235405,1594389692.0209324
0.03752800077199936,1594389692.0296845
0.03752800077199936,1594389692.0405164
0.03752800077199936,1594389692.04965
0.03752800077199936,1594389692.059974
0.03752800077199936,1594389692.0725284
0.03752800077199936,1594389692.0806935
0.03752800077199936,1594389692.0906665
0.051601000130176544,1594389692.1006927
0.01876400038599968,1594389692.1120088
0.02814600057899952,1594389692.121016
0.042219001799821854,1594389692.1322129
0.042219001799821854,1594389692.1400661
0.042219001799821854,1594389692.15104
0.060982998460531235,1594389692.159425
0.04690999910235405,1594389692.1717691
0.04690999910235405,1594389692.1797473
0.04690999910235405,1594389692.1897275
0.04690999910235405,1594389692.2000458
0.032836999744176865,1594389692.2111452
0.02814600057899952,1594389692.2201765
0.032836999744176865,1594389692.2302718
0.07505600154399872,1594389692.240417
0.023454999551177025,1594389692.2502556
0.042219001799821854,1594389692.2679658
0.042219001799821854,1594389692.270964
0.042219001799821854,1594389692.280578
0.042219001799821854,1594389692.290599
0.042219001799821854,1594389692.2995243
