distance,time
0.12869741022586823,1594526052.6745374
0.12869741022586823,1594526052.693487
0.1866198182106018,1594526052.7144659
0.16904217004776,1594526052.7333827
0.16904217004776,1594526052.7533274
0.16904217004776,1594526052.7742712
0.12835822999477386,1594526052.79322
0.24384340643882751,1594526052.8141656
0.24384340643882751,1594526052.8341112
0.24384340643882751,1594526052.855055
0.24384340643882751,1594526052.873007
0.24384340643882751,1594526052.8939507
0.24384340643882751,1594526052.9138975
0.16261595487594604,1594526052.9348423
0.1837642788887024,1594526052.9537914
0.1837642788887024,1594526052.9747355
0.1837642788887024,1594526052.994682
0.13052710890769958,1594526053.0136647
0.16200613975524902,1594526053.0335772
0.23434123396873474,1594526053.053524
0.14119116961956024,1594526053.0744681
0.15492244064807892,1594526053.0944154
0.15492244064807892,1594526053.114362
0.15492244064807892,1594526053.138299
0.15492244064807892,1594526053.154255
0.15492244064807892,1594526053.174208
0.15892760455608368,1594526053.1941502
0.15892760455608368,1594526053.2140958
0.25323486328125,1594526053.234041
0.13461703062057495,1594526053.2539878
0.13461703062057495,1594526053.2739344
0.1431083232164383,1594526053.2939155
0.1635884791612625,1594526053.3138652
0.1635884791612625,1594526053.3337743
0.13538922369480133,1594526053.3537211
0.24945828318595886,1594526053.373668
0.24945828318595886,1594526053.4027922
0.24945828318595886,1594526053.4136016
0.24945828318595886,1594526053.4335148
0.1717250943183899,1594526053.454458
0.21017920970916748,1594526053.4734073
0.11739078164100647,1594526053.4943514
0.15139447152614594,1594526053.514298
0.11768118292093277,1594526053.5342455
0.11768118292093277,1594526053.554192
0.1368618607521057,1594526053.5741389
0.303851455450058,1594526053.596079
0.16320984065532684,1594526053.6140661
0.16320984065532684,1594526053.633978
0.16320984065532684,1594526053.6549218
0.12967872619628906,1594526053.6748703
0.1720324456691742,1594526053.6948152
0.1720324456691742,1594526053.714762
0.2540278136730194,1594526053.7347085
0.2540278136730194,1594526053.7536578
0.34837469458580017,1594526053.774602
0.1457103192806244,1594526053.7945495
0.1457103192806244,1594526053.8144965
0.1457103192806244,1594526053.834444
0.1457103192806244,1594526053.8543906
0.1457103192806244,1594526053.874337
0.1299157738685608,1594526053.894284
0.1639372706413269,1594526053.9172218
0.1639372706413269,1594526053.9341755
0.13169538974761963,1594526053.9551427
0.13169538974761963,1594526053.9740686
0.13169538974761963,1594526053.9950125
0.13169538974761963,1594526054.0150018
0.19832868874073029,1594526054.0428848
0.19832868874073029,1594526054.054853
0.19832868874073029,1594526054.0757961
0.09235482662916183,1594526054.095778
0.09235482662916183,1594526054.114727
0.09235482662916183,1594526054.134673
0.1521441489458084,1594526054.1556172
0.1521441489458084,1594526054.174533
0.1521441489458084,1594526054.1945179
0.27424266934394836,1594526054.2144258
0.27424266934394836,1594526054.2343743
0.27424266934394836,1594526054.2543194
0.27424266934394836,1594526054.275265
0.12816797196865082,1594526054.2982023
0.1639643758535385,1594526054.3151572
0.15113350749015808,1594526054.335104
0.15113350749015808,1594526054.3540533
0.19645673036575317,1594526054.374997
0.17055295407772064,1594526054.395941
0.1592441201210022,1594526054.416885
0.1592441201210022,1594526054.4358346
0.19492530822753906,1594526054.4547832
0.2677208483219147,1594526054.475727
0.11910229921340942,1594526054.4946766
0.09944072365760803,1594526054.517615
0.13034528493881226,1594526054.5345695
0.16120930016040802,1594526054.5614994
0.0683642253279686,1594526054.575462
0.0683642253279686,1594526054.596405
0.0683642253279686,1594526054.616352
0.0683642253279686,1594526054.6362984
0.11163046956062317,1594526054.6542497
0.13235649466514587,1594526054.676191
0.13235649466514587,1594526054.6961384
0.049480609595775604,1594526054.7160845
0.15408667922019958,1594526054.736033
0.2955339848995209,1594526054.755022
0.2955339848995209,1594526054.7759233
0.2955339848995209,1594526054.7958744
0.12736068665981293,1594526054.8218036
0.1223704144358635,1594526054.8357642
0.1223704144358635,1594526054.855711
0.1223704144358635,1594526054.876166
0.1223704144358635,1594526054.896113
0.1223704144358635,1594526054.9160595
0.1223704144358635,1594526054.936007
0.20609402656555176,1594526054.9559543
0.20609402656555176,1594526054.9759023
0.15575481951236725,1594526054.995848
0.22234566509723663,1594526055.0157945
0.1213117465376854,1594526055.035741
0.14663510024547577,1594526055.0556862
0.18952122330665588,1594526055.0856063
0.17774607241153717,1594526055.0955799
0.14922089874744415,1594526055.1155276
0.14922089874744415,1594526055.1354725
0.15221349895000458,1594526055.1564178
0.1229032427072525,1594526055.1763647
0.1229032427072525,1594526055.1953142
0.1229032427072525,1594526055.216257
0.1229032427072525,1594526055.2352066
0.1229032427072525,1594526055.256152
0.1229032427072525,1594526055.2760985
0.1229032427072525,1594526055.2960453
0.1229032427072525,1594526055.3159919
0.1229032427072525,1594526055.3449123
0.1229032427072525,1594526055.3558834
0.1229032427072525,1594526055.375831
0.1229032427072525,1594526055.3957765
0.1229032427072525,1594526055.4157243
0.1229032427072525,1594526055.4356704
0.1229032427072525,1594526055.455617
0.1229032427072525,1594526055.4795525
0.1229032427072525,1594526055.4965074
0.1229032427072525,1594526055.516456
0.1229032427072525,1594526055.5354035
0.1229032427072525,1594526055.55535
0.1229032427072525,1594526055.576294
0.1229032427072525,1594526055.5962403
0.1229032427072525,1594526055.6161888
0.1229032427072525,1594526055.636136
0.1229032427072525,1594526055.6560824
0.1229032427072525,1594526055.6770265
0.1229032427072525,1594526055.695976
0.1229032427072525,1594526055.7159207
0.1229032427072525,1594526055.7358692
0.1229032427072525,1594526055.7558482
0.1229032427072525,1594526055.775761
0.1229032427072525,1594526055.7967062
0.1229032427072525,1594526055.816651
0.1229032427072525,1594526055.8356004
0.1229032427072525,1594526055.8565443
0.1229032427072525,1594526055.8815222
0.31959545612335205,1594526055.8964376
0.31959545612335205,1594526055.9163847
0.17466223239898682,1594526055.9363315
0.1458386927843094,1594526055.957275
0.19333641231060028,1594526055.9762254
0.11011894792318344,1594526056.0061862
0.1732066124677658,1594526056.0161197
0.13538317382335663,1594526056.036066
0.13538317382335663,1594526056.057047
0.13538317382335663,1594526056.0760381
0.13538317382335663,1594526056.0969415
0.13538317382335663,1594526056.1168869
