uri,rxCNT.rxcnt10,rxCNT.rxcnt20,rxCNT.rxcnt30,rxCNT.rxcnt40,rxCNT.rxcnt50,rxCNT2.rxcnt60,rxCNT2.rxcnt70,rxCNT2.rxcnt80,rxCNT2.rxcnt90,rangingCNT.rangingcnt10,rangingCNT.rangingcnt20,rangingCNT.rangingcnt30,rangingCNT.rangingcnt40,rangingCNT.rangingcnt50,rangingCNT2.rangingcnt60,rangingCNT2.rangingcnt70,rangingCNT2.rangingcnt80,rangingCNT2.rangingcnt90
radio://0/10/2M,0,0,0,0,0,0,0,0,0,0,1034,1034,1034,1034,1037,1037,0,0
