x,y,z,distance_UWB,distance_lighthouse
-0.5106850266456604,0.02542516402900219,0.519250750541687,4.18906307220459,3.7582950501451613
-0.5103306770324707,0.024412071332335472,0.5192521214485168,4.18906307220459,3.757913157315653
-0.5098642110824585,0.02352120168507099,0.5188389420509338,4.18906307220459,3.7574286201851033
-0.5099058747291565,0.023149527609348297,0.5180549621582031,4.22189998626709,3.757471464534659
-0.5106133222579956,0.02294541709125042,0.5167509317398071,4.179680824279785,3.7581921014767703
-0.5116095542907715,0.022853558883070946,0.515477180480957,4.315720081329346,3.7592043926378613
-0.5125088095664978,0.02235492505133152,0.5142198801040649,4.292264938354492,3.760109067577256
-0.513046145439148,0.021738192066550255,0.5139573812484741,4.367321014404297,3.760633826481565
-0.5132254958152771,0.020482085645198822,0.514347493648529,4.367321014404297,3.7607740393804523
-0.5136380195617676,0.01970406249165535,0.5148822069168091,4.367321014404297,3.761157943713679
-0.513430655002594,0.018706021830439568,0.5145038366317749,4.367321014404297,3.760930709872242
-0.5131320357322693,0.018205294385552406,0.5143662691116333,4.306337833404541,3.7606215182650056
-0.5127483606338501,0.01857438124716282,0.5142939686775208,4.306337833404541,3.760248567118668
-0.5121117830276489,0.019901147112250328,0.5140495896339417,4.306337833404541,3.759650288262793
-0.5127540826797485,0.022221600636839867,0.5148316621780396,4.306337833404541,3.7603413011459526
-0.5128435492515564,0.02489514835178852,0.5151382684707642,4.306337833404541,3.7604981296271363
-0.5140804648399353,0.02730279415845871,0.5149208307266235,4.3297929763793945,3.761804244264024
-0.5154508352279663,0.029188968241214752,0.5141225457191467,4.268809795379639,3.763239298936374
-0.5168619155883789,0.030125070363283157,0.5130286812782288,4.315720081329346,3.7646933805306135
-0.5181143283843994,0.03037320263683796,0.5129486322402954,4.315720081329346,3.7659535011791596
-0.518836259841919,0.02986126020550728,0.5123776793479919,4.315720081329346,3.7666693942346026
-0.5186574459075928,0.028470680117607117,0.5117576122283936,4.315720081329346,3.766461073521943
-0.5185408592224121,0.02724035084247589,0.5121559500694275,4.207827091217041,3.766303667052651
-0.5172082185745239,0.025757774710655212,0.5116682648658752,4.207827091217041,3.7649384439202813
-0.5159515738487244,0.02483978681266308,0.5115320086479187,4.414230823516846,3.763659481603014
-0.513770341873169,0.023713529109954834,0.5104463696479797,4.25473690032959,3.7614664312264225
-0.5116573572158813,0.022694313898682594,0.5103476643562317,4.25473690032959,3.759328737818206
-0.5087094306945801,0.02239137329161167,0.5095979571342468,4.278192043304443,3.756386580755144
-0.5062247514724731,0.022818805649876595,0.5090360641479492,4.278192043304443,3.7539239684089667
-0.5040639638900757,0.023207567632198334,0.5088759660720825,4.278192043304443,3.751777406623211
-0.5024877786636353,0.02345091663300991,0.5084818601608276,4.325101852416992,3.750215249635022
-0.5009099245071411,0.023131612688302994,0.5075876712799072,4.325101852416992,3.7486448805556982
-0.4996134638786316,0.02238190360367298,0.5061633586883545,4.325101852416992,3.747353772856421
-0.4984498620033264,0.020565636456012726,0.5047994256019592,4.325101852416992,3.7461669067666024
-0.49727943539619446,0.01880846545100212,0.5043734908103943,4.325101852416992,3.744959013769978
-0.4960375130176544,0.016494454815983772,0.5039220452308655,4.325101852416992,3.7436669065826
-0.4948195517063141,0.014655250124633312,0.5047518014907837,4.268809795379639,3.7423886088300793
-0.49335482716560364,0.012903032824397087,0.5049440860748291,4.268809795379639,3.740878213105949
