x,y,z,distance_UWB,distance_lighthouse
1.9810513257980347,-0.011077282950282097,0.494968980550766,0.12665699422359467,0.39745873209516347
1.980523943901062,-0.011686903424561024,0.49813175201416016,0.0891290009021759,0.39745604136493934
1.9806251525878906,-0.021902263164520264,0.5014565587043762,0.12665699422359467,0.39759844163112473
1.9818730354309082,-0.02458823285996914,0.5025992393493652,0.10320200026035309,0.3964414094230512
1.9840952157974243,-0.018173575401306152,0.5017582774162292,0.11727499961853027,0.3938144261927564
1.9866557121276855,-0.019476497545838356,0.5005019903182983,0.0938199982047081,0.3916205744475224
1.989446997642517,-0.018532030284404755,0.49922508001327515,0.07974699884653091,0.38901976330728794
1.990689754486084,-0.016633111983537674,0.49839556217193604,0.11727499961853027,0.3877894031492269
1.9910967350006104,-0.013885734602808952,0.49830588698387146,0.05629200115799904,0.38719512781505894
1.9903632402420044,-0.011534294113516808,0.49850621819496155,0.07505600154399872,0.3877147821876447
1.9891958236694336,-0.010199964046478271,0.4983220100402832,0.08443800359964371,0.38880675797567743
1.9875671863555908,-0.016845297068357468,0.49816611409187317,0.09851100295782089,0.3909102839240831
1.9864510297775269,-0.016568157821893692,0.4981793463230133,0.14072999358177185,0.39198106926509996
1.9852888584136963,-0.0075851986184716225,0.498637855052948,0.07974699884653091,0.3924342978969008
1.984737515449524,-0.006205763202160597,0.4997865557670593,0.0938199982047081,0.3927032184892926
1.9848977327346802,-0.0046885511837899685,0.5006803274154663,0.10320200026035309,0.39231660324488166
1.9864888191223145,-0.00880519300699234,0.5025767683982849,0.12665699422359467,0.3906569253664027
1.9890128374099731,0.0033792383037507534,0.5027719736099243,0.060982998460531235,0.3875999441450906
1.9920588731765747,0.00911545380949974,0.5025848746299744,0.07036499679088593,0.38450610921881007
1.994445562362671,0.015688013285398483,0.5014105439186096,0.060982998460531235,0.3823174641369559
1.9969841241836548,0.015403985045850277,0.5003076791763306,0.11727499961853027,0.38000782502297764
1.9990159273147583,0.029741033911705017,0.4973452091217041,0.16418500244617462,0.3788478039051803
2.000237464904785,0.03479304164648056,0.4951736032962799,0.20640400052070618,0.3782921337483568
2.0004727840423584,0.03730768337845802,0.49359235167503357,0.2955330014228821,0.3785082178627832
2.000429153442383,0.029239600524306297,0.4936228394508362,0.30960598587989807,0.3781441624011417
2.0002894401550293,0.02607683837413788,0.49308711290359497,0.3565160036087036,0.3782751288592057
1.999458909034729,0.02763698808848858,0.49238622188568115,0.2720780074596405,0.37927744061633945
1.9983617067337036,0.021056609228253365,0.49244391918182373,0.22516800463199615,0.38017048017910743
1.9969197511672974,0.005998147651553154,0.4947125017642975,0.21109500527381897,0.3811853074898101
1.9945565462112427,0.005973555147647858,0.49600210785865784,0.10789299756288528,0.3832650582061739
1.9914658069610596,-0.0015832893550395966,0.4985629618167877,0.0938199982047081,0.38608031182575764
1.9883593320846558,-0.016311094164848328,0.5025390982627869,0.0891290009021759,0.389343243294711
1.9850023984909058,-0.014106941409409046,0.5043647885322571,0.05629200115799904,0.39218155173906405
1.981845498085022,-0.018067171797156334,0.5061689019203186,0.05629200115799904,0.39531450986381395
1.9787077903747559,-0.030105631798505783,0.5079652667045593,0.11727499961853027,0.39929866655331964
1.9758503437042236,-0.022920526564121246,0.5066415667533875,0.0891290009021759,0.4015706490963988
1.9727436304092407,-0.032635871320962906,0.5070770978927612,0.0891290009021759,0.40557756524502325
1.9689759016036987,-0.023358942940831184,0.5053683519363403,0.14072999358177185,0.4085690673341967
1.9652565717697144,-0.023845836520195007,0.5052461624145508,0.14542099833488464,0.4122934995102697
1.9600753784179688,-0.03136207163333893,0.5051687359809875,0.11258400231599808,0.4181631293507856
1.955940842628479,-0.021172428503632545,0.5044219493865967,0.1782580018043518,0.42135357170289145
1.9512792825698853,-0.01899789832532406,0.5030831694602966,0.1782580018043518,0.42596956677455355
1.9466174840927124,-0.016091521829366684,0.5013180375099182,0.13603900372982025,0.43061412857184744
1.9416288137435913,-0.021622247993946075,0.5002635717391968,0.19702200591564178,0.4361156566275578
