distance10,distance20,distance30,distance40,distance50,time
0.0,0.0,0.002620822750031948,0.0,0.0,1594730606.7952132
0.0,0.0,0.002620822750031948,0.0,0.0,1594730606.8061793
0.0,0.0,0.003165955189615488,0.0,0.0,1594730606.817155
0.0,0.0,0.003165955189615488,0.0,0.0,1594730606.8251333
0.0,0.0,0.003165955189615488,0.0,0.0,1594730606.8361044
0.0,0.0,0.003165955189615488,0.0,0.0,1594730606.8460765
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.8630831
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.8660657
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.8780334
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.8870099
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.8979352
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.9060209
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.9168842
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.9260116
0.0,0.0,-0.09769119322299957,0.0,0.0,1594730606.935834
0.0,0.0,-0.0031628331635147333,0.0,0.0,1594730606.9478018
0.0,0.0,-0.0031628331635147333,0.0,0.0,1594730606.9569247
0.0,0.0,-0.0031628331635147333,0.0,0.0,1594730606.9667516
0.0,0.0,-0.0031628331635147333,0.0,0.0,1594730606.976747
0.0,0.0,-0.018384896218776703,0.0,0.0,1594730606.9927018
0.0,0.0,-0.018384896218776703,0.0,0.0,1594730606.9979424
0.0,0.0,-0.018384896218776703,0.0,0.0,1594730607.0076447
0.0,0.0,-0.035740796476602554,0.0,0.0,1594730607.0166674
0.0,0.0,-0.035740796476602554,0.0,0.0,1594730607.0256197
0.0,0.0,-0.035740796476602554,0.0,0.0,1594730607.0357437
0.0,0.0,-0.08939668536186218,0.0,0.0,1594730607.045697
0.0,0.0,-0.08939668536186218,0.0,0.0,1594730607.0556686
0.0,0.0,-0.08939668536186218,0.0,0.0,1594730607.0654867
0.0,0.0,-0.11092084646224976,0.0,0.0,1594730607.0764573
0.0,0.0,-0.11092084646224976,0.0,0.0,1594730607.0864298
0.0,0.0,-0.11092084646224976,0.0,0.0,1594730607.0983992
0.0,0.0,-0.11092084646224976,0.0,0.0,1594730607.106421
0.0,0.0,-0.15492819249629974,0.0,0.0,1594730607.1183796
0.0,0.0,-0.15492819249629974,0.0,0.0,1594730607.1263235
0.0,0.0,-0.15492819249629974,0.0,0.0,1594730607.1362972
0.0,0.0,-0.06565450876951218,0.0,0.0,1594730607.1452768
0.0,0.0,-0.06565450876951218,0.0,0.0,1594730607.1552508
0.0,0.0,-0.06565450876951218,0.0,0.0,1594730607.1662166
0.0,0.0,-0.06565450876951218,0.0,0.0,1594730607.176195
0.0,0.0,-0.04966592416167259,0.0,0.0,1594730607.1881618
0.0,0.0,-0.04966592416167259,0.0,0.0,1594730607.1969151
0.0,0.0,-0.04966592416167259,0.0,0.0,1594730607.2058864
0.0,0.0,-0.04966592416167259,0.0,0.0,1594730607.2178583
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.226835
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.2378006
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.252762
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.257235
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.2667527
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.2766979
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.2866714
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.2966447
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.3056197
0.0,0.0,-0.04592929780483246,0.0,0.0,1594730607.3166108
0.0,0.0,-0.11903747171163559,0.0,0.0,1594730607.3265648
0.0,0.0,-0.11903747171163559,0.0,0.0,1594730607.336558
0.0,0.0,-0.11903747171163559,0.0,0.0,1594730607.3455179
0.0,0.0,-0.03385914862155914,0.0,0.0,1594730607.356484
0.0,0.0,-0.03385914862155914,0.0,0.0,1594730607.366462
0.0,0.0,-0.03385914862155914,0.0,0.0,1594730607.3754327
0.0,0.0,-0.1078779324889183,0.0,0.0,1594730607.387406
0.0,0.0,-0.1078779324889183,0.0,0.0,1594730607.3969772
0.0,0.0,-0.1078779324889183,0.0,0.0,1594730607.406951
0.0,0.0,-0.09746501594781876,0.0,0.0,1594730607.4169245
0.0,0.0,-0.09746501594781876,0.0,0.0,1594730607.4258997
0.0,0.0,-0.09746501594781876,0.0,0.0,1594730607.4358742
0.0,0.0,-0.08171045035123825,0.0,0.0,1594730607.44684
0.0,0.0,-0.08171045035123825,0.0,0.0,1594730607.4558163
0.0,0.0,-0.08171045035123825,0.0,0.0,1594730607.4667904
0.0,0.0,-0.08171045035123825,0.0,0.0,1594730607.4757664
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.4857361
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.4957511
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5156996
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5171154
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5266528
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.536601
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5467484
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5555496
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5665247
0.0,0.0,0.049386411905288696,0.0,0.0,1594730607.5755007
0.0,0.0,-0.08960174024105072,0.0,0.0,1594730607.5864706
0.0,0.0,-0.08960174024105072,0.0,0.0,1594730607.5947266
0.0,0.0,-0.08960174024105072,0.0,0.0,1594730607.6054168
0.0,0.0,-0.08960174024105072,0.0,0.0,1594730607.6153908
0.0,0.0,-0.04616735503077507,0.0,0.0,1594730607.6255715
0.0,0.0,-0.04616735503077507,0.0,0.0,1594730607.6423452
0.0,0.0,-0.04616735503077507,0.0,0.0,1594730607.6483035
0.0,0.0,-0.08168083429336548,0.0,0.0,1594730607.6554658
0.0,0.0,-0.08168083429336548,0.0,0.0,1594730607.6672518
0.0,0.0,-0.08168083429336548,0.0,0.0,1594730607.676405
0.0,0.0,-0.08168083429336548,0.0,0.0,1594730607.6863515
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.6953301
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.7063012
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.715278
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.726117
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.7360678
0.0,0.0,-0.14879855513572693,0.0,0.0,1594730607.7460706
0.0,0.0,-0.06069847196340561,0.0,0.0,1594730607.7560608
0.0,0.0,-0.06069847196340561,0.0,0.0,1594730607.7720108
0.0,0.0,-0.06069847196340561,0.0,0.0,1594730607.7760143
0.0,0.0,-0.06069847196340561,0.0,0.0,1594730607.785967
0.0,0.0,0.049522656947374344,0.0,0.0,1594730607.79593
0.0,0.0,0.049522656947374344,0.0,0.0,1594730607.8070283
0.0,0.0,0.049522656947374344,0.0,0.0,1594730607.8161445
0.0,0.0,0.049522656947374344,0.0,0.0,1594730607.8251197
0.0,0.0,-0.07090604305267334,0.0,0.0,1594730607.8360724
0.0,0.0,-0.07090604305267334,0.0,0.0,1594730607.8457782
0.0,0.0,-0.07090604305267334,0.0,0.0,1594730607.8547542
0.0,0.0,-0.07090604305267334,0.0,0.0,1594730607.8660133
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.876712
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.8866656
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.9021046
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.9076557
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.9165854
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.9265583
0.0,0.0,-0.0718887448310852,0.0,0.0,1594730607.9355712
0.0,0.0,-0.009950211271643639,0.0,0.0,1594730607.9465322
0.0,0.0,-0.009950211271643639,0.0,0.0,1594730607.9576795
0.0,0.0,-0.009950211271643639,0.0,0.0,1594730607.9654543
0.0,0.0,-0.009950211271643639,0.0,0.0,1594730607.9756474
0.0,0.0,-0.05550488829612732,0.0,0.0,1594730607.9844036
0.0,0.0,-0.05550488829612732,0.0,0.0,1594730607.9965484
0.0,0.0,-0.05550488829612732,0.0,0.0,1594730608.005479
0.0,0.0,-0.012977338396012783,0.0,0.0,1594730608.0156155
0.0,0.0,-0.012977338396012783,0.0,0.0,1594730608.0334494
0.0,0.0,-0.012977338396012783,0.0,0.0,1594730608.0374413
0.0,0.0,-0.012977338396012783,0.0,0.0,1594730608.045397
