distance20,distance30,distance40,distance50,time
-0.09038758277893066,0.19213742017745972,-0.1116824522614479,0.0,1594717088.1289458
-0.09038758277893066,0.19213742017745972,-0.1116824522614479,0.0,1594717088.1399198
-0.09038758277893066,0.19213742017745972,0.00046500819735229015,0.0,1594717088.1488929
-0.017387481406331062,0.19213742017745972,0.00046500819735229015,0.0,1594717088.1588657
-0.017387481406331062,0.19213742017745972,-0.057685982435941696,0.0,1594717088.1688387
0.005717954132705927,0.19213742017745972,-0.057685982435941696,0.0,1594717088.1788366
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.191779
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.198759
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2087326
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2197022
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2336707
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2386572
0.005717954132705927,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2486312
-0.1408071368932724,0.19213742017745972,-0.09114940464496613,0.0,1594717088.2596
-0.1408071368932724,0.19213742017745972,-0.1041080430150032,0.0,1594717088.2705781
-0.1408071368932724,0.19213742017745972,-0.1041080430150032,0.0,1594717088.2785516
-0.1408071368932724,0.19213742017745972,-0.1041080430150032,0.0,1594717088.2890337
-0.1408071368932724,0.19213742017745972,-0.1041080430150032,0.0,1594717088.299007
-0.1408071368932724,0.19213742017745972,-0.022700421512126923,0.0,1594717088.309015
-0.0455380342900753,0.19213742017745972,-0.022700421512126923,0.0,1594717088.31995
-0.0455380342900753,0.19213742017745972,-0.022700421512126923,0.0,1594717088.3289275
-0.0455380342900753,0.11295504122972488,-0.022700421512126923,0.0,1594717088.3389065
-0.07366568595170975,0.11295504122972488,-0.022700421512126923,0.0,1594717088.3488803
-0.07366568595170975,0.018950220197439194,-0.022700421512126923,0.0,1594717088.3658338
-0.07366568595170975,0.018950220197439194,-0.022700421512126923,0.0,1594717088.3688269
-0.07366568595170975,0.018950220197439194,-0.022700421512126923,0.0,1594717088.3797965
-0.07366568595170975,0.06735719740390778,-0.022700421512126923,0.0,1594717088.3887985
-0.07366568595170975,0.06735719740390778,-0.022700421512126923,0.0,1594717088.4007413
-0.07366568595170975,0.06735719740390778,-0.022700421512126923,0.0,1594717088.4097254
-0.07366568595170975,0.2791103720664978,-0.07262236624956131,0.0,1594717088.419809
-0.07366568595170975,0.2791103720664978,-0.07262236624956131,0.0,1594717088.4292111
-0.07366568595170975,0.2791103720664978,-0.07262236624956131,0.0,1594717088.4401712
-0.07366568595170975,0.2791103720664978,-0.07262236624956131,0.0,1594717088.4499474
-0.07366568595170975,0.06155666336417198,-0.07262236624956131,0.0,1594717088.459328
-0.07366568595170975,0.06155666336417198,-0.07262236624956131,0.0,1594717088.4693315
-0.07366568595170975,0.06155666336417198,-0.07262236624956131,0.0,1594717088.4792936
-0.07366568595170975,0.053118377923965454,-0.07262236624956131,0.0,1594717088.4982078
-0.07366568595170975,0.053118377923965454,-0.07262236624956131,0.0,1594717088.5002034
-0.07366568595170975,0.053118377923965454,-0.07262236624956131,0.0,1594717088.5091786
-0.07366568595170975,0.053118377923965454,-0.019329754635691643,0.0,1594717088.5191524
-0.07366568595170975,0.0551912747323513,-0.019329754635691643,0.0,1594717088.5281289
-0.17663969099521637,0.0551912747323513,-0.019329754635691643,0.0,1594717088.5401013
-0.17663969099521637,0.0551912747323513,0.04191505163908005,0.0,1594717088.549076
-0.17663969099521637,0.0551912747323513,0.04191505163908005,0.0,1594717088.5590506
-0.1330137699842453,0.05154009908437729,0.04191505163908005,0.0,1594717088.5690587
-0.1330137699842453,0.05154009908437729,0.04191505163908005,0.0,1594717088.5789967
-0.12429039925336838,0.05154009908437729,-0.017040114849805832,0.0,1594717088.5879977
-0.12429039925336838,0.05154009908437729,-0.017040114849805832,0.0,1594717088.6009808
-0.12429039925336838,0.05154009908437729,-0.017040114849805832,0.0,1594717088.6089404
-0.12429039925336838,0.05154009908437729,-0.017040114849805832,0.0,1594717088.6279027
-0.12429039925336838,0.05154009908437729,0.016939662396907806,0.0,1594717088.6308672
-0.06766512244939804,0.05154009908437729,0.016939662396907806,0.0,1594717088.6388814
-0.06766512244939804,0.05154009908437729,0.016939662396907806,0.0,1594717088.64982
-0.03861550986766815,0.03917647898197174,-0.09314718097448349,0.0,1594717088.6604245
-0.03861550986766815,0.03917647898197174,-0.09314718097448349,0.0,1594717088.6694026
-0.03861550986766815,0.03917647898197174,0.04838279262185097,0.0,1594717088.6783764
-0.03861550986766815,0.09075375646352768,0.04838279262185097,0.0,1594717088.6900508
-0.1253332793712616,0.09075375646352768,0.04838279262185097,0.0,1594717088.6993203
-0.1253332793712616,0.09075375646352768,0.04838279262185097,0.0,1594717088.7093222
-0.1253332793712616,0.09075375646352768,0.04838279262185097,0.0,1594717088.7202656
-0.1253332793712616,0.09075375646352768,0.007525525521486998,0.0,1594717088.729252
-0.20243488252162933,0.09075375646352768,0.007525525521486998,0.0,1594717088.7392151
-0.20243488252162933,0.09075375646352768,0.007525525521486998,0.0,1594717088.7561696
-0.20243488252162933,0.09075375646352768,-0.04723000153899193,0.0,1594717088.7601576
-0.1811830848455429,0.09075375646352768,-0.04723000153899193,0.0,1594717088.7691338
-0.1811830848455429,0.09075375646352768,-0.04723000153899193,0.0,1594717088.7791078
-0.1811830848455429,0.09075375646352768,-0.08094344288110733,0.0,1594717088.7900786
-0.2077704519033432,0.09075375646352768,-0.08094344288110733,0.0,1594717088.7990546
-0.2077704519033432,0.0407879613339901,-0.08094344288110733,0.0,1594717088.8085942
-0.2077704519033432,0.0407879613339901,0.014384790323674679,0.0,1594717088.8195574
-0.2077704519033432,0.0407879613339901,0.014384790323674679,0.0,1594717088.8295305
-0.2077704519033432,0.05075213685631752,0.014384790323674679,0.0,1594717088.8385065
-0.2077704519033432,0.05075213685631752,-0.04517325013875961,0.0,1594717088.8484783
-0.2077704519033432,0.05075213685631752,-0.04517325013875961,0.0,1594717088.8594491
