distance20,distance30,distance40,distance50,time
-0.06321284174919128,0.0,0.0,0.0,1594711078.72828
-0.06321284174919128,0.0,0.0,0.0,1594711078.7362583
-0.06321284174919128,0.0,0.0,0.0,1594711078.7461553
-0.06321284174919128,0.0,0.0,0.0,1594711078.7561297
-0.08982180058956146,0.0,0.0,0.0,1594711078.7651057
-0.08982180058956146,0.0,0.0,0.0,1594711078.776813
-0.08982180058956146,0.0,0.0,0.0,1594711078.7867863
-0.08982180058956146,0.0,0.0,0.0,1594711078.796759
-0.07666715979576111,0.0,0.0,0.0,1594711078.8067317
-0.07666715979576111,0.0,0.0,0.0,1594711078.8167064
-0.07666715979576111,0.0,0.0,0.0,1594711078.8266792
-0.07666715979576111,0.0,0.0,0.0,1594711078.8366528
-0.056441377848386765,0.0,0.0,0.0,1594711078.8556452
-0.056441377848386765,0.0,0.0,0.0,1594711078.8586376
-0.056441377848386765,0.0,0.0,0.0,1594711078.8665721
-0.056441377848386765,0.0,0.0,0.0,1594711078.8765464
-0.056441377848386765,0.0,0.0,0.0,1594711078.886519
-0.09428028762340546,0.0,0.0,0.0,1594711078.8964932
-0.09428028762340546,0.0,0.0,0.0,1594711078.9064662
-0.09428028762340546,0.0,0.0,0.0,1594711078.9164393
-0.09428028762340546,0.0,0.0,0.0,1594711078.926413
-0.09428028762340546,0.0,0.0,0.0,1594711078.936386
-0.06450890004634857,0.0,0.0,0.0,1594711078.947357
-0.06450890004634857,0.0,0.0,0.0,1594711078.958327
-0.05253816768527031,0.0,0.0,0.0,1594711078.9663062
-0.05253816768527031,0.0,0.0,0.0,1594711078.9852557
-0.05253816768527031,0.0,0.0,0.0,1594711078.986253
-0.05253816768527031,0.0,0.0,0.0,1594711078.9962263
-0.05253816768527031,0.0,0.0,0.0,1594711079.0061994
-0.05253816768527031,0.0,0.0,0.0,1594711079.0171735
-0.05253816768527031,0.0,0.0,0.0,1594711079.0271468
-0.05253816768527031,0.0,0.0,0.0,1594711079.0371203
-0.05253816768527031,0.0,0.0,0.0,1594711079.046096
-0.05253816768527031,0.0,0.0,0.0,1594711079.0570664
-0.05253816768527031,0.0,0.0,0.0,1594711079.066043
-0.05253816768527031,0.0,0.0,0.0,1594711079.0770133
-0.05253816768527031,0.0,0.0,0.0,1594711079.086986
-0.05253816768527031,0.0,0.0,0.0,1594711079.095991
