distance10,distance20,distance30,distance40,distance50,time
0.0,-0.05431429296731949,0.0,0.0,0.0,1594733225.2056954
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2136738
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2246444
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2366245
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2438254
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.256567
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2645414
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2814963
0.0,-0.019999312236905098,0.0,0.0,0.0,1594733225.2845018
0.0,0.0013429506216198206,0.0,0.0,0.0,1594733225.2934787
0.0,0.0013429506216198206,0.0,0.0,0.0,1594733225.3046427
0.0,0.0013429506216198206,0.0,0.0,0.0,1594733225.3136184
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3235962
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3345668
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.344537
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3535116
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3634899
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3744605
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3854349
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.3944032
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4133544
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4153726
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4253204
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4353404
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4447436
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.4552789
0.0,-0.04736527055501938,0.0,0.0,0.0,1594733225.464255
0.0,-0.07056652754545212,0.0,0.0,0.0,1594733225.4737728
0.0,-0.07056652754545212,0.0,0.0,0.0,1594733225.484707
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.4936821
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.503656
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.513932
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.524904
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.5399733
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.5461926
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.5552146
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.5648527
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.5747757
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.585747
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.594722
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6056974
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6136763
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6236494
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.634616
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6435921
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.663788
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6678073
0.0,-0.06458806991577148,0.0,0.0,0.0,1594733225.6742628
0.0,-0.04871901124715805,0.0,0.0,0.0,1594733225.6843612
0.0,-0.04871901124715805,0.0,0.0,0.0,1594733225.6944969
0.0,-0.04871901124715805,0.0,0.0,0.0,1594733225.704472
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.7136786
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.7239542
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.7358372
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.744814
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.754083
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.765075
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.7747333
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.79269
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.7956827
0.0,-0.022403810173273087,0.0,0.0,0.0,1594733225.8046637
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.8146298
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.8246
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.8336344
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.843617
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.8535233
0.0,-0.048819031566381454,0.0,0.0,0.0,1594733225.8634949
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.8745193
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.88444
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.894556
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.903468
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9143605
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9273257
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9333508
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9442809
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9552512
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9632332
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.973248
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9831784
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733225.9941494
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0031683
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.013134
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0240722
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0330884
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0519948
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0562263
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.063963
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0739362
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0839114
0.0,-0.12444330006837845,0.0,0.0,0.0,1594733226.0938828
0.0,-0.08129168301820755,0.0,0.0,0.0,1594733226.103856
0.0,-0.08129168301820755,0.0,0.0,0.0,1594733226.113501
0.0,-0.08129168301820755,0.0,0.0,0.0,1594733226.1234744
0.0,-0.056512948125600815,0.0,0.0,0.0,1594733226.1334474
0.0,-0.056512948125600815,0.0,0.0,0.0,1594733226.1436987
0.0,-0.056512948125600815,0.0,0.0,0.0,1594733226.153394
0.0,-0.029253343120217323,0.0,0.0,0.0,1594733226.1633668
0.0,-0.029253343120217323,0.0,0.0,0.0,1594733226.182318
0.0,-0.029253343120217323,0.0,0.0,0.0,1594733226.1833148
0.0,-0.029253343120217323,0.0,0.0,0.0,1594733226.1932878
