distance10,distance20,distance30,distance40,distance50,time
0.0,0.0,-0.01970609836280346,0.0,0.0,1594734108.7317295
0.0,0.0,-0.01970609836280346,0.0,0.0,1594734108.7397444
0.0,0.0,-0.01970609836280346,0.0,0.0,1594734108.751745
0.0,0.0,-0.09673773497343063,0.0,0.0,1594734108.7598462
0.0,0.0,-0.09673773497343063,0.0,0.0,1594734108.7797925
0.0,0.0,-0.09673773497343063,0.0,0.0,1594734108.782593
0.0,0.0,-0.09673773497343063,0.0,0.0,1594734108.7898943
0.0,0.0,-0.08074528723955154,0.0,0.0,1594734108.800545
0.0,0.0,-0.08074528723955154,0.0,0.0,1594734108.8115191
0.0,0.0,-0.08074528723955154,0.0,0.0,1594734108.8194983
0.0,0.0,-0.08074528723955154,0.0,0.0,1594734108.8304694
0.0,0.0,0.15128764510154724,0.0,0.0,1594734108.8404427
0.0,0.0,0.15128764510154724,0.0,0.0,1594734108.8514092
0.0,0.0,0.15128764510154724,0.0,0.0,1594734108.86171
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.8716664
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.8796568
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.8913286
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9095733
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9125612
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.922543
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9301984
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9401715
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.951147
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9631147
0.0,0.0,-0.052512604743242264,0.0,0.0,1594734108.9700928
0.0,0.0,-0.07535940408706665,0.0,0.0,1594734108.9800653
0.0,0.0,-0.07535940408706665,0.0,0.0,1594734108.9910698
0.0,0.0,-0.07535940408706665,0.0,0.0,1594734109.0010092
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0109549
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.019835
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.038076
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0408132
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0487583
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0597281
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0716956
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0808332
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0906456
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.0996213
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1106472
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1198847
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.130539
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1405122
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1494877
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1706395
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1754465
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1796541
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.1896982
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.200357
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.2109401
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.2198994
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.2298772
0.0,0.0,0.0016848004888743162,0.0,0.0,1594734109.240847
0.0,0.0,-0.0893377885222435,0.0,0.0,1594734109.2498188
0.0,0.0,-0.0893377885222435,0.0,0.0,1594734109.2597938
0.0,0.0,-0.0893377885222435,0.0,0.0,1594734109.271765
0.0,0.0,-0.027798809111118317,0.0,0.0,1594734109.2797394
0.0,0.0,-0.027798809111118317,0.0,0.0,1594734109.2976906
0.0,0.0,-0.027798809111118317,0.0,0.0,1594734109.301685
0.0,0.0,-0.027798809111118317,0.0,0.0,1594734109.3102844
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.3202648
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.3312225
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.340199
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.351169
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.3624384
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.371433
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.3800933
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.39012
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4000733
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4100125
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4302793
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4319563
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4412458
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4499059
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4609976
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4698527
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4808822
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.4911132
0.0,0.0,-0.014573892578482628,0.0,0.0,1594734109.5000913
0.0,0.0,0.10242268443107605,0.0,0.0,1594734109.510065
0.0,0.0,0.10242268443107605,0.0,0.0,1594734109.5200355
0.0,0.0,0.10242268443107605,0.0,0.0,1594734109.529697
