distance20,distance30,distance40,distance50,time
0.08025359362363815,0.0,0.0,0.0,1594713654.0965695
0.08025359362363815,0.0,0.0,0.0,1594713654.1055481
0.08025359362363815,0.0,0.0,0.0,1594713654.115522
0.08025359362363815,0.0,0.0,0.0,1594713654.1264892
0.08025359362363815,0.0,0.0,0.0,1594713654.1350067
0.08025359362363815,0.0,0.0,0.0,1594713654.1459773
0.08025359362363815,0.0,0.0,0.0,1594713654.1569512
0.08025359362363815,0.0,0.0,0.0,1594713654.1669214
0.08025359362363815,0.0,0.0,0.0,1594713654.1759
0.08025359362363815,0.0,0.0,0.0,1594713654.184873
0.08025359362363815,0.0,0.0,0.0,1594713654.2028253
0.08025359362363815,0.0,0.0,0.0,1594713654.2058175
0.08025359362363815,0.0,0.0,0.0,1594713654.2147932
0.08025359362363815,0.0,0.0,0.0,1594713654.224766
0.08025359362363815,0.0,0.0,0.0,1594713654.2357373
0.08025359362363815,0.0,0.0,0.0,1594713654.245714
0.08025359362363815,0.0,0.0,0.0,1594713654.255684
0.08025359362363815,0.0,0.0,0.0,1594713654.2666583
0.08025359362363815,0.0,0.0,0.0,1594713654.2766314
0.08025359362363815,0.0,0.0,0.0,1594713654.2866013
0.08025359362363815,0.0,0.0,0.0,1594713654.2955804
0.08025359362363815,0.0,0.0,0.0,1594713654.3065486
0.08025359362363815,0.0,0.0,0.0,1594713654.3155246
0.08025359362363815,0.0,0.0,0.0,1594713654.33016
0.08025359362363815,0.0,0.0,0.0,1594713654.3360693
0.08025359362363815,0.0,0.0,0.0,1594713654.3460402
0.08025359362363815,0.0,0.0,0.0,1594713654.3550162
0.08025359362363815,0.0,0.0,0.0,1594713654.3669858
0.08025359362363815,0.0,0.0,0.0,1594713654.375963
0.07840146869421005,0.0,0.0,0.0,1594713654.3849368
0.07840146869421005,0.0,0.0,0.0,1594713654.395907
0.07840146869421005,0.0,0.0,0.0,1594713654.406877
0.07840146869421005,0.0,0.0,0.0,1594713654.4164796
0.07840146869421005,0.0,0.0,0.0,1594713654.4264529
0.07840146869421005,0.0,0.0,0.0,1594713654.4349487
0.07840146869421005,0.0,0.0,0.0,1594713654.445546
0.07840146869421005,0.0,0.0,0.0,1594713654.4585116
0.07840146869421005,0.0,0.0,0.0,1594713654.4654894
0.13019371032714844,0.0,0.0,0.0,1594713654.476463
0.13019371032714844,0.0,0.0,0.0,1594713654.4854357
0.13019371032714844,0.0,0.0,0.0,1594713654.4954095
0.13019371032714844,0.0,0.0,0.0,1594713654.5053833
0.13019371032714844,0.0,0.0,0.0,1594713654.5163531
0.13019371032714844,0.0,0.0,0.0,1594713654.5263264
0.1454281359910965,0.0,0.0,0.0,1594713654.5363002
0.1454281359910965,0.0,0.0,0.0,1594713654.5452812
0.1454281359910965,0.0,0.0,0.0,1594713654.5552495
0.1454281359910965,0.0,0.0,0.0,1594713654.5662198
0.1454281359910965,0.0,0.0,0.0,1594713654.5851696
0.1454281359910965,0.0,0.0,0.0,1594713654.5881639
0.1454281359910965,0.0,0.0,0.0,1594713654.5961409
0.1454281359910965,0.0,0.0,0.0,1594713654.6071117
0.1454281359910965,0.0,0.0,0.0,1594713654.6170857
0.1454281359910965,0.0,0.0,0.0,1594713654.6250978
0.1454281359910965,0.0,0.0,0.0,1594713654.636034
0.1454281359910965,0.0,0.0,0.0,1594713654.6460097
0.1454281359910965,0.0,0.0,0.0,1594713654.655984
0.1454281359910965,0.0,0.0,0.0,1594713654.667951
0.1454281359910965,0.0,0.0,0.0,1594713654.6769276
0.1454281359910965,0.0,0.0,0.0,1594713654.6859033
0.1454281359910965,0.0,0.0,0.0,1594713654.6958742
0.1454281359910965,0.0,0.0,0.0,1594713654.7148259
0.1454281359910965,0.0,0.0,0.0,1594713654.7158206
0.1454281359910965,0.0,0.0,0.0,1594713654.7267976
0.1454281359910965,0.0,0.0,0.0,1594713654.735771
0.1454281359910965,0.0,0.0,0.0,1594713654.7457445
0.1454281359910965,0.0,0.0,0.0,1594713654.7557182
0.1454281359910965,0.0,0.0,0.0,1594713654.765693
0.1454281359910965,0.0,0.0,0.0,1594713654.7756643
0.1454281359910965,0.0,0.0,0.0,1594713654.7856379
0.1454281359910965,0.0,0.0,0.0,1594713654.7966082
0.1454281359910965,0.0,0.0,0.0,1594713654.8065815
0.1454281359910965,0.0,0.0,0.0,1594713654.8155582
0.1454281359910965,0.0,0.0,0.0,1594713654.8265312
0.1454281359910965,0.0,0.0,0.0,1594713654.8456936
0.1454281359910965,0.0,0.0,0.0,1594713654.8466914
0.1454281359910965,0.0,0.0,0.0,1594713654.8566604
0.1454281359910965,0.0,0.0,0.0,1594713654.866634
0.1454281359910965,0.0,0.0,0.0,1594713654.8766103
0.1454281359910965,0.0,0.0,0.0,1594713654.8865838
0.1454281359910965,0.0,0.0,0.0,1594713654.8965538
0.1454281359910965,0.0,0.0,0.0,1594713654.9065266
0.1454281359910965,0.0,0.0,0.0,1594713654.9165032
0.1454281359910965,0.0,0.0,0.0,1594713654.9264767
0.06377477198839188,0.0,0.0,0.0,1594713654.9364502
0.06377477198839188,0.0,0.0,0.0,1594713654.9464204
0.06377477198839188,0.0,0.0,0.0,1594713654.9563951
0.06377477198839188,0.0,0.0,0.0,1594713654.966367
0.06377477198839188,0.0,0.0,0.0,1594713654.9773374
0.06377477198839188,0.0,0.0,0.0,1594713654.9863164
0.05793032795190811,0.0,0.0,0.0,1594713654.9972856
0.05793032795190811,0.0,0.0,0.0,1594713655.0062642
0.05793032795190811,0.0,0.0,0.0,1594713655.0162337
0.052491143345832825,0.0,0.0,0.0,1594713655.0262105
0.052491143345832825,0.0,0.0,0.0,1594713655.0361838
0.052491143345832825,0.0,0.0,0.0,1594713655.0467322
0.052491143345832825,0.0,0.0,0.0,1594713655.055707
0.052491143345832825,0.0,0.0,0.0,1594713655.0666783
0.052491143345832825,0.0,0.0,0.0,1594713655.0776489
0.052491143345832825,0.0,0.0,0.0,1594713655.086625
0.052491143345832825,0.0,0.0,0.0,1594713655.105575
0.07544123381376266,0.0,0.0,0.0,1594713655.1065748
0.07544123381376266,0.0,0.0,0.0,1594713655.1165445
0.07544123381376266,0.0,0.0,0.0,1594713655.1275148
0.07544123381376266,0.0,0.0,0.0,1594713655.1364915
0.07544123381376266,0.0,0.0,0.0,1594713655.146465
0.07544123381376266,0.0,0.0,0.0,1594713655.1564417
0.07544123381376266,0.0,0.0,0.0,1594713655.1664116
0.07544123381376266,0.0,0.0,0.0,1594713655.176385
0.07544123381376266,0.0,0.0,0.0,1594713655.1873558
0.07544123381376266,0.0,0.0,0.0,1594713655.196335
0.07544123381376266,0.0,0.0,0.0,1594713655.206305
0.07544123381376266,0.0,0.0,0.0,1594713655.2162778
0.07544123381376266,0.0,0.0,0.0,1594713655.2262516
0.07544123381376266,0.0,0.0,0.0,1594713655.2392175
0.07544123381376266,0.0,0.0,0.0,1594713655.2461982
0.07544123381376266,0.0,0.0,0.0,1594713655.2561715
0.07544123381376266,0.0,0.0,0.0,1594713655.2661443
0.07544123381376266,0.0,0.0,0.0,1594713655.2771156
0.07544123381376266,0.0,0.0,0.0,1594713655.286095
0.07544123381376266,0.0,0.0,0.0,1594713655.296065
